year,data,Id,subject,scale,grade
1,3,2008035,English Literature,GCSE,B
1,3,2008037,English Literature,GCSE,B
1,3,2008046,English Literature,GCSE,B
1,3,2008047,English Literature,GCSE,B
1,3,2008051,English Literature,GCSE,B
1,3,2008053,English Literature,GCSE,B
1,3,2008054,English Literature,GCSE,B
1,3,2008060,English Literature,GCSE,B
1,3,2008064,English Literature,GCSE,B
1,3,2008065,English Literature,GCSE,B
1,3,2008067,English Literature,GCSE,B
1,3,2008068,English Literature,GCSE,B
1,3,2008069,English Literature,GCSE,B
1,3,2008078,English Literature,GCSE,B
1,3,2008088,English Literature,GCSE,B
1,3,2008097,English Literature,GCSE,B
1,3,2008099,English Literature,GCSE,B
1,3,2008104,English Literature,GCSE,B
1,3,2008107,English Literature,GCSE,B
1,3,2008108,English Literature,GCSE,B
1,3,2008111,English Literature,GCSE,B
1,3,2008113,English Literature,GCSE,B
1,3,2008116,English Literature,GCSE,B
1,3,2008121,English Literature,GCSE,B
1,3,2008127,English Literature,GCSE,B
1,3,2008129,English Literature,GCSE,B
1,3,2008133,English Literature,GCSE,B
1,3,2008137,English Literature,GCSE,B
1,3,2008142,English Literature,GCSE,B
1,3,2008148,English Literature,GCSE,B
1,3,2008152,English Literature,GCSE,B
1,3,2008155,English Literature,GCSE,B
1,3,2008158,English Literature,GCSE,B
1,3,2008159,English Literature,GCSE,B
1,3,2008161,English Literature,GCSE,B
1,3,2008166,English Literature,GCSE,B
1,3,2008171,English Literature,GCSE,B
1,3,2008183,English Literature,GCSE,B
1,3,2008184,English Literature,GCSE,B
1,3,2008194,English Literature,GCSE,B
1,3,2008196,English Literature,GCSE,B
1,3,2008205,English Literature,GCSE,B
1,3,2008209,English Literature,GCSE,B
1,3,2008214,English Literature,GCSE,B
1,3,2008223,English Literature,GCSE,B
1,3,2008226,English Literature,GCSE,B
1,3,2008231,English Literature,GCSE,B
1,3,3701,English Literature,GCSE,B
1,3,2008006,English Literature,GCSE,C
1,3,2008007,English Literature,GCSE,C
1,3,2008013,English Literature,GCSE,C
1,3,2008016,English Literature,GCSE,C
1,3,2008019,English Literature,GCSE,C
1,3,2008023,English Literature,GCSE,C
1,3,2008024,English Literature,GCSE,C
1,3,2008030,English Literature,GCSE,C
1,3,2008033,English Literature,GCSE,C
1,3,2008039,English Literature,GCSE,C
1,3,2008041,English Literature,GCSE,C
1,3,2008043,English Literature,GCSE,C
1,3,2008044,English Literature,GCSE,C
1,3,2008059,English Literature,GCSE,C
1,3,2008061,English Literature,GCSE,C
1,3,2008062,English Literature,GCSE,C
1,3,2008074,English Literature,GCSE,C
1,3,2008076,English Literature,GCSE,C
1,3,2008079,English Literature,GCSE,C
1,3,2008080,English Literature,GCSE,C
1,3,2008082,English Literature,GCSE,C
1,3,2008086,English Literature,GCSE,C
1,3,2008090,English Literature,GCSE,C
1,3,2008091,English Literature,GCSE,C
1,3,2008098,English Literature,GCSE,C
1,3,2008102,English Literature,GCSE,C
1,3,2008103,English Literature,GCSE,C
1,3,2008120,English Literature,GCSE,C
1,3,2008123,English Literature,GCSE,C
1,3,2008125,English Literature,GCSE,C
1,3,2008126,English Literature,GCSE,C
1,3,2008128,English Literature,GCSE,C
1,3,2008147,English Literature,GCSE,C
1,3,2008149,English Literature,GCSE,C
1,3,2008150,English Literature,GCSE,C
1,3,2008154,English Literature,GCSE,C
1,3,2008156,English Literature,GCSE,C
1,3,2008160,English Literature,GCSE,C
1,3,2008162,English Literature,GCSE,C
1,3,2008164,English Literature,GCSE,C
1,3,2008167,English Literature,GCSE,C
1,3,2008169,English Literature,GCSE,C
1,3,2008173,English Literature,GCSE,C
1,3,2008175,English Literature,GCSE,C
1,3,2008176,English Literature,GCSE,C
1,3,2008179,English Literature,GCSE,C
1,3,2008182,English Literature,GCSE,C
1,3,2008186,English Literature,GCSE,C
1,3,2008187,English Literature,GCSE,C
1,3,2008188,English Literature,GCSE,C
1,3,2008193,English Literature,GCSE,C
1,3,2008199,English Literature,GCSE,C
1,3,2008203,English Literature,GCSE,C
1,3,2008204,English Literature,GCSE,C
1,3,2008208,English Literature,GCSE,C
1,3,2008211,English Literature,GCSE,C
1,3,2008212,English Literature,GCSE,C
1,3,2008215,English Literature,GCSE,C
1,3,2008216,English Literature,GCSE,C
1,3,2008217,English Literature,GCSE,C
1,3,2008218,English Literature,GCSE,C
1,3,2008221,English Literature,GCSE,C
1,3,2008222,English Literature,GCSE,C
1,3,2008229,English Literature,GCSE,C
1,3,3642,English Literature,GCSE,C
1,3,3700,English Literature,GCSE,C
1,3,3707,English Literature,GCSE,C
1,3,3710,English Literature,GCSE,C
1,3,3714,English Literature,GCSE,C
1,3,2008003,English Literature,GCSE,D
1,3,2008009,English Literature,GCSE,D
1,3,2008011,English Literature,GCSE,D
1,3,2008031,English Literature,GCSE,D
1,3,2008040,English Literature,GCSE,D
1,3,2008070,English Literature,GCSE,D
1,3,2008081,English Literature,GCSE,D
1,3,2008083,English Literature,GCSE,D
1,3,2008084,English Literature,GCSE,D
1,3,2008092,English Literature,GCSE,D
1,3,2008095,English Literature,GCSE,D
1,3,2008106,English Literature,GCSE,D
1,3,2008109,English Literature,GCSE,D
1,3,2008117,English Literature,GCSE,D
1,3,2008130,English Literature,GCSE,D
1,3,2008131,English Literature,GCSE,D
1,3,2008138,English Literature,GCSE,D
1,3,2008143,English Literature,GCSE,D
1,3,2008153,English Literature,GCSE,D
1,3,2008165,English Literature,GCSE,D
1,3,2008170,English Literature,GCSE,D
1,3,2008174,English Literature,GCSE,D
1,3,2008191,English Literature,GCSE,D
1,3,2008192,English Literature,GCSE,D
1,3,2008197,English Literature,GCSE,D
1,3,2008206,English Literature,GCSE,D
1,3,2008207,English Literature,GCSE,D
1,3,2008219,English Literature,GCSE,D
1,3,2008224,English Literature,GCSE,D
1,3,2008225,English Literature,GCSE,D
1,3,2008228,English Literature,GCSE,D
1,3,2008002,English Literature,GCSE,E
1,3,2008052,English Literature,GCSE,E
1,3,2008057,English Literature,GCSE,E
1,3,2008077,English Literature,GCSE,E
1,3,2008134,English Literature,GCSE,E
1,3,2008198,English Literature,GCSE,E
1,3,3691,English Literature,GCSE,F
1,3,2008008,FMA Performing Engineering Operations,AVAF,A*
1,3,2008009,FMA Performing Engineering Operations,AVAF,A*
1,3,2008014,FMA Performing Engineering Operations,AVAF,A*
1,3,2008023,FMA Performing Engineering Operations,AVAF,A*
1,3,2008026,FMA Performing Engineering Operations,AVAF,A*
1,3,2008027,FMA Performing Engineering Operations,AVAF,A*
1,3,2008035,FMA Performing Engineering Operations,AVAF,A*
1,3,2008037,FMA Performing Engineering Operations,AVAF,A*
1,3,2008061,FMA Performing Engineering Operations,AVAF,A*
1,3,2008079,FMA Performing Engineering Operations,AVAF,A*
1,3,2008102,FMA Performing Engineering Operations,AVAF,A*
1,3,2008121,FMA Performing Engineering Operations,AVAF,A*
1,3,2008131,FMA Performing Engineering Operations,AVAF,A*
1,3,2008161,FMA Performing Engineering Operations,AVAF,A*
1,3,2008218,FMA Performing Engineering Operations,AVAF,A*
1,3,2008034,French,GCSE,A
1,3,2008058,French,GCSE,A
1,3,2008146,French,GCSE,A
1,3,2008074,French,GCSE,B
1,3,2008137,French,GCSE,B
1,3,2008139,French,GCSE,B
1,3,2008195,French,GCSE,B
1,3,2008200,French,GCSE,B
1,3,2008142,French,GCSE,C
1,3,2008188,French,GCSE,C
1,3,2008215,French,GCSE,C
1,3,2008058,Geography,GCSE,A
1,3,2008114,Geography,GCSE,A
1,3,2008136,Geography,GCSE,A
1,3,2008139,Geography,GCSE,A
1,3,2008142,Geography,GCSE,A
1,3,2008200,Geography,GCSE,A
1,3,2008028,Geography,GCSE,B
1,3,2008046,Geography,GCSE,B
1,3,2008048,Geography,GCSE,B
1,3,2008049,Geography,GCSE,B
1,3,2008050,Geography,GCSE,B
1,3,2008061,Geography,GCSE,B
1,3,2008064,Geography,GCSE,B
1,3,2008072,Geography,GCSE,B
1,3,2008108,Geography,GCSE,B
1,3,2008144,Geography,GCSE,B
1,3,2008155,Geography,GCSE,B
1,3,2008201,Geography,GCSE,B
1,3,2008203,Geography,GCSE,B
1,3,2008212,Geography,GCSE,B
1,3,2008215,Geography,GCSE,B
1,3,2008226,Geography,GCSE,B
1,3,2008007,Geography,GCSE,C
1,3,2008043,Geography,GCSE,C
1,3,2008076,Geography,GCSE,C
1,3,2008079,Geography,GCSE,C
1,3,2008083,Geography,GCSE,C
1,3,2008106,Geography,GCSE,C
1,3,2008125,Geography,GCSE,C
1,3,2008145,Geography,GCSE,C
1,3,2008147,Geography,GCSE,C
1,3,2008180,Geography,GCSE,C
1,3,2008209,Geography,GCSE,C
1,3,2008217,Geography,GCSE,C
1,3,3642,Geography,GCSE,C
1,3,2008009,Geography,GCSE,D
1,3,2008012,Geography,GCSE,D
1,3,2008022,Geography,GCSE,D
1,3,2008024,Geography,GCSE,D
1,3,2008030,Geography,GCSE,D
1,3,2008031,Geography,GCSE,D
1,3,2008032,Geography,GCSE,D
1,3,2008134,Geography,GCSE,D
1,3,2008148,Geography,GCSE,D
1,3,2008160,Geography,GCSE,D
1,3,2008164,Geography,GCSE,D
1,3,2008004,Geography,GCSE,E
1,3,2008179,Geography,GCSE,E
1,3,2008216,Geography,GCSE,E
1,3,2008124,German,GCSE,A
1,3,2008178,German,GCSE,A
1,3,2008212,German,GCSE,A
1,3,2008046,German,GCSE,B
1,3,2008101,German,GCSE,B
1,3,2008105,German,GCSE,B
1,3,2008114,German,GCSE,B
1,3,2008140,German,GCSE,B
1,3,2008168,German,GCSE,B
1,3,2008017,German,GCSE,C
1,3,2008020,German,GCSE,C
1,3,2008162,German,GCSE,C
1,3,2008167,German,GCSE,C
1,3,2008211,German,GCSE,D
1,3,2008029,Health and Social Care,GCSED,A
1,3,2008094,Health and Social Care,GCSED,A
1,3,2008097,Health and Social Care,GCSED,A
1,3,2008146,Health and Social Care,GCSED,A
1,3,2008227,Health and Social Care,GCSED,A
1,3,2008001,Health and Social Care,GCSED,B
1,3,2008060,Health and Social Care,GCSED,B
1,3,2008067,Health and Social Care,GCSED,B
1,3,2008113,Health and Social Care,GCSED,B
1,3,2008115,Health and Social Care,GCSED,B
1,3,2008127,Health and Social Care,GCSED,B
1,3,2008177,Health and Social Care,GCSED,B
1,3,2008188,Health and Social Care,GCSED,B
1,3,2008195,Health and Social Care,GCSED,B
1,3,2008223,Health and Social Care,GCSED,B
1,3,2008080,Health and Social Care,GCSED,C
1,3,2008123,Health and Social Care,GCSED,C
1,3,2008149,Health and Social Care,GCSED,C
1,3,2008156,Health and Social Care,GCSED,C
1,3,2008162,Health and Social Care,GCSED,C
1,3,2008183,Health and Social Care,GCSED,C
1,3,2008213,Health and Social Care,GCSED,C
1,3,2008229,Health and Social Care,GCSED,C
1,3,2008081,Health and Social Care,GCSED,D
1,3,2008086,Health and Social Care,GCSED,D
1,3,2008117,Health and Social Care,GCSED,D
1,3,2008150,Health and Social Care,GCSED,D
1,3,2008173,Health and Social Care,GCSED,D
1,3,3700,Health and Social Care,GCSED,D
1,3,2008002,Health and Social Care,GCSED,E
1,3,2008003,Health and Social Care,GCSED,E
1,3,2008211,Health and Social Care,GCSED,E
1,3,2008015,History,GCSE,A
1,3,2008034,History,GCSE,A
1,3,2008055,History,GCSE,A
1,3,2008058,History,GCSE,A
1,3,2008088,History,GCSE,A
1,3,2008097,History,GCSE,A
1,3,2008105,History,GCSE,A
1,3,2008110,History,GCSE,A
1,3,2008114,History,GCSE,A
1,3,2008124,History,GCSE,A
1,3,2008136,History,GCSE,A
1,3,2008140,History,GCSE,A
1,3,2008163,History,GCSE,A
1,3,2008220,History,GCSE,A
1,3,2008227,History,GCSE,A
1,3,2008020,History,GCSE,B
1,3,2008035,History,GCSE,B
1,3,2008050,History,GCSE,B
1,3,2008051,History,GCSE,B
1,3,2008053,History,GCSE,B
1,3,2008060,History,GCSE,B
1,3,2008065,History,GCSE,B
1,3,2008067,History,GCSE,B
1,3,2008072,History,GCSE,B
1,3,2008094,History,GCSE,B
1,3,2008108,History,GCSE,B
1,3,2008113,History,GCSE,B
1,3,2008119,History,GCSE,B
1,3,2008127,History,GCSE,B
1,3,2008137,History,GCSE,B
1,3,2008144,History,GCSE,B
1,3,2008162,History,GCSE,B
1,3,2008171,History,GCSE,B
1,3,2008178,History,GCSE,B
1,3,2008184,History,GCSE,B
1,3,2008195,History,GCSE,B
1,3,2008226,History,GCSE,B
1,3,3701,History,GCSE,B
1,3,3709,History,GCSE,B
1,3,2008001,History,GCSE,C
1,3,2008004,History,GCSE,C
1,3,2008007,History,GCSE,C
1,3,2008012,History,GCSE,C
1,3,2008014,History,GCSE,C
1,3,2008019,History,GCSE,C
1,3,2008022,History,GCSE,C
1,3,2008023,History,GCSE,C
1,3,2008030,History,GCSE,C
1,3,2008047,History,GCSE,C
1,3,2008059,History,GCSE,C
1,3,2008064,History,GCSE,C
1,3,2008090,History,GCSE,C
1,3,2008101,History,GCSE,C
1,3,2008104,History,GCSE,C
1,3,2008106,History,GCSE,C
1,3,2008145,History,GCSE,C
1,3,2008161,History,GCSE,C
1,3,2008166,History,GCSE,C
1,3,2008185,History,GCSE,C
1,3,2008187,History,GCSE,C
1,3,2008188,History,GCSE,C
1,3,2008203,History,GCSE,C
1,3,2008212,History,GCSE,C
1,3,2008006,History,GCSE,D
1,3,2008026,History,GCSE,D
1,3,2008054,History,GCSE,D
1,3,2008080,History,GCSE,D
1,3,2008083,History,GCSE,D
1,3,2008129,History,GCSE,D
1,3,2008130,History,GCSE,D
1,3,2008133,History,GCSE,D
1,3,2008134,History,GCSE,D
1,3,2008148,History,GCSE,D
1,3,2008167,History,GCSE,D
1,3,2008170,History,GCSE,D
1,3,2008173,History,GCSE,D
1,3,2008183,History,GCSE,D
1,3,2008211,History,GCSE,D
1,3,2008214,History,GCSE,D
1,3,2008223,History,GCSE,D
1,3,3642,History,GCSE,D
1,3,3700,History,GCSE,D
1,3,2008103,History,GCSE,E
1,3,2008138,History,GCSE,E
1,3,2008153,History,GCSE,E
1,3,2008154,History,GCSE,E
1,3,2008165,History,GCSE,E
1,3,2008176,History,GCSE,E
1,3,2008186,History,GCSE,E
1,3,2008194,History,GCSE,E
1,3,2008207,History,GCSE,E
1,3,2008225,History,GCSE,E
1,3,2008137,Hospitality and Catering,GCSED,A
1,3,2008177,Hospitality and Catering,GCSED,A
1,3,2008194,Hospitality and Catering,GCSED,A
1,3,2008215,Hospitality and Catering,GCSED,A
1,3,2008123,Hospitality and Catering,GCSED,B
1,3,2008223,Hospitality and Catering,GCSED,B
1,3,3642,Hospitality and Catering,GCSED,B
1,3,3700,Hospitality and Catering,GCSED,B
1,3,2008007,Hospitality and Catering,GCSED,C
1,3,2008032,Hospitality and Catering,GCSED,C
1,3,2008053,Hospitality and Catering,GCSED,C
1,3,2008060,Hospitality and Catering,GCSED,C
1,3,2008065,Hospitality and Catering,GCSED,C
1,3,2008090,Hospitality and Catering,GCSED,C
1,3,2008099,Hospitality and Catering,GCSED,C
1,3,2008104,Hospitality and Catering,GCSED,C
1,3,2008106,Hospitality and Catering,GCSED,C
1,3,2008125,Hospitality and Catering,GCSED,C
1,3,2008126,Hospitality and Catering,GCSED,C
1,3,2008155,Hospitality and Catering,GCSED,C
1,3,2008158,Hospitality and Catering,GCSED,C
1,3,2008182,Hospitality and Catering,GCSED,C
1,3,2008183,Hospitality and Catering,GCSED,C
1,3,2008188,Hospitality and Catering,GCSED,C
1,3,2008205,Hospitality and Catering,GCSED,C
1,3,2008209,Hospitality and Catering,GCSED,C
1,3,2008220,Hospitality and Catering,GCSED,C
1,3,2008228,Hospitality and Catering,GCSED,C
1,3,2008229,Hospitality and Catering,GCSED,C
1,3,2008040,Hospitality and Catering,GCSED,D
1,3,2008093,Hospitality and Catering,GCSED,D
1,3,2008169,Hospitality and Catering,GCSED,D
1,3,3691,Hospitality and Catering,GCSED,D
1,3,2008008,Information Communication Technology,GCSE,A
1,3,2008010,Information Communication Technology,GCSE,A
1,3,2008015,Information Communication Technology,GCSE,A
1,3,2008029,Information Communication Technology,GCSE,A
1,3,2008047,Information Communication Technology,GCSE,A
1,3,2008048,Information Communication Technology,GCSE,A
1,3,2008050,Information Communication Technology,GCSE,A
1,3,2008051,Information Communication Technology,GCSE,A
1,3,2008055,Information Communication Technology,GCSE,A
1,3,2008097,Information Communication Technology,GCSE,A
1,3,2008110,Information Communication Technology,GCSE,A
1,3,2008113,Information Communication Technology,GCSE,A
1,3,2008124,Information Communication Technology,GCSE,A
1,3,2008125,Information Communication Technology,GCSE,A
1,3,2008127,Information Communication Technology,GCSE,A
1,3,2008136,Information Communication Technology,GCSE,A
1,3,2008139,Information Communication Technology,GCSE,A
1,3,2008142,Information Communication Technology,GCSE,A
1,3,2008145,Information Communication Technology,GCSE,A
1,3,2008147,Information Communication Technology,GCSE,A
1,3,2008163,Information Communication Technology,GCSE,A
1,3,2008168,Information Communication Technology,GCSE,A
1,3,2008170,Information Communication Technology,GCSE,A
1,3,2008195,Information Communication Technology,GCSE,A
1,3,2008200,Information Communication Technology,GCSE,A
1,3,2008201,Information Communication Technology,GCSE,A
1,3,2008212,Information Communication Technology,GCSE,A
1,3,2008220,Information Communication Technology,GCSE,A
1,3,3700,Information Communication Technology,GCSE,A
1,3,2008067,Information Communication Technology,GCSE,A*
1,3,2008080,Information Communication Technology,GCSE,A*
1,3,2008133,Information Communication Technology,GCSE,A*
1,3,2008162,Information Communication Technology,GCSE,A*
1,3,2008175,Information Communication Technology,GCSE,A*
1,3,2008004,Information Communication Technology,GCSE,B
1,3,2008009,Information Communication Technology,GCSE,B
1,3,2008030,Information Communication Technology,GCSE,B
1,3,2008039,Information Communication Technology,GCSE,B
1,3,2008040,Information Communication Technology,GCSE,B
1,3,2008043,Information Communication Technology,GCSE,B
1,3,2008053,Information Communication Technology,GCSE,B
1,3,2008069,Information Communication Technology,GCSE,B
1,3,2008070,Information Communication Technology,GCSE,B
1,3,2008072,Information Communication Technology,GCSE,B
1,3,2008074,Information Communication Technology,GCSE,B
1,3,2008076,Information Communication Technology,GCSE,B
1,3,2008078,Information Communication Technology,GCSE,B
1,3,2008082,Information Communication Technology,GCSE,B
1,3,2008095,Information Communication Technology,GCSE,B
1,3,2008103,Information Communication Technology,GCSE,B
1,3,2008107,Information Communication Technology,GCSE,B
1,3,2008120,Information Communication Technology,GCSE,B
1,3,2008129,Information Communication Technology,GCSE,B
1,3,2008144,Information Communication Technology,GCSE,B
1,3,2008153,Information Communication Technology,GCSE,B
1,3,2008159,Information Communication Technology,GCSE,B
1,3,2008161,Information Communication Technology,GCSE,B
1,3,2008169,Information Communication Technology,GCSE,B
1,3,2008171,Information Communication Technology,GCSE,B
1,3,2008176,Information Communication Technology,GCSE,B
1,3,2008179,Information Communication Technology,GCSE,B
1,3,2008180,Information Communication Technology,GCSE,B
1,3,2008183,Information Communication Technology,GCSE,B
1,3,2008187,Information Communication Technology,GCSE,B
1,3,2008191,Information Communication Technology,GCSE,B
1,3,2008193,Information Communication Technology,GCSE,B
1,3,2008196,Information Communication Technology,GCSE,B
1,3,2008207,Information Communication Technology,GCSE,B
1,3,2008208,Information Communication Technology,GCSE,B
1,3,2008225,Information Communication Technology,GCSE,B
1,3,2008229,Information Communication Technology,GCSE,B
1,3,2008002,Information Communication Technology,GCSE,C
1,3,2008006,Information Communication Technology,GCSE,C
1,3,2008011,Information Communication Technology,GCSE,C
1,3,2008077,Information Communication Technology,GCSE,C
1,3,2008109,Information Communication Technology,GCSE,C
1,3,2008164,Information Communication Technology,GCSE,C
1,3,3701,Information Communication Technology,GCSE,D
1,3,2008029,Maths,GCSE,A
1,3,2008034,Maths,GCSE,A
1,3,2008048,Maths,GCSE,A
1,3,2008050,Maths,GCSE,A
1,3,2008058,Maths,GCSE,A
1,3,2008105,Maths,GCSE,A
1,3,2008124,Maths,GCSE,A
1,3,2008146,Maths,GCSE,A
1,3,2008200,Maths,GCSE,A
1,3,2008201,Maths,GCSE,A
1,3,2008008,Maths,GCSE,A*
1,3,2008014,Maths,GCSE,B
1,3,2008026,Maths,GCSE,B
1,3,2008028,Maths,GCSE,B
1,3,2008035,Maths,GCSE,B
1,3,2008049,Maths,GCSE,B
1,3,2008051,Maths,GCSE,B
1,3,2008055,Maths,GCSE,B
1,3,2008061,Maths,GCSE,B
1,3,2008097,Maths,GCSE,B
1,3,2008101,Maths,GCSE,B
1,3,2008106,Maths,GCSE,B
1,3,2008110,Maths,GCSE,B
1,3,2008113,Maths,GCSE,B
1,3,2008114,Maths,GCSE,B
1,3,2008119,Maths,GCSE,B
1,3,2008127,Maths,GCSE,B
1,3,2008136,Maths,GCSE,B
1,3,2008139,Maths,GCSE,B
1,3,2008140,Maths,GCSE,B
1,3,2008142,Maths,GCSE,B
1,3,2008144,Maths,GCSE,B
1,3,2008155,Maths,GCSE,B
1,3,2008157,Maths,GCSE,B
1,3,2008161,Maths,GCSE,B
1,3,2008163,Maths,GCSE,B
1,3,2008168,Maths,GCSE,B
1,3,2008177,Maths,GCSE,B
1,3,2008189,Maths,GCSE,B
1,3,2008195,Maths,GCSE,B
1,3,2008196,Maths,GCSE,B
1,3,2008218,Maths,GCSE,B
1,3,2008227,Maths,GCSE,B
1,3,2008001,Maths,GCSE,C
1,3,2008004,Maths,GCSE,C
1,3,2008006,Maths,GCSE,C
1,3,2008007,Maths,GCSE,C
1,3,2008010,Maths,GCSE,C
1,3,2008013,Maths,GCSE,C
1,3,2008015,Maths,GCSE,C
1,3,2008016,Maths,GCSE,C
1,3,2008017,Maths,GCSE,C
1,3,2008019,Maths,GCSE,C
1,3,2008020,Maths,GCSE,C
1,3,2008022,Maths,GCSE,C
1,3,2008023,Maths,GCSE,C
1,3,2008027,Maths,GCSE,C
1,3,2008030,Maths,GCSE,C
1,3,2008033,Maths,GCSE,C
1,3,2008041,Maths,GCSE,C
1,3,2008046,Maths,GCSE,C
1,3,2008047,Maths,GCSE,C
1,3,2008053,Maths,GCSE,C
1,3,2008054,Maths,GCSE,C
1,3,2008056,Maths,GCSE,C
1,3,2008059,Maths,GCSE,C
1,3,2008060,Maths,GCSE,C
1,3,2008064,Maths,GCSE,C
1,3,2008065,Maths,GCSE,C
1,3,2008067,Maths,GCSE,C
1,3,2008068,Maths,GCSE,C
1,3,2008069,Maths,GCSE,C
1,3,2008072,Maths,GCSE,C
1,3,2008074,Maths,GCSE,C
1,3,2008076,Maths,GCSE,C
1,3,2008078,Maths,GCSE,C
1,3,2008079,Maths,GCSE,C
1,3,2008083,Maths,GCSE,C
1,3,2008086,Maths,GCSE,C
1,3,2008088,Maths,GCSE,C
1,3,2008090,Maths,GCSE,C
1,3,2008091,Maths,GCSE,C
1,3,2008094,Maths,GCSE,C
1,3,2008095,Maths,GCSE,C
1,3,2008099,Maths,GCSE,C
1,3,2008107,Maths,GCSE,C
1,3,2008108,Maths,GCSE,C
1,3,2008115,Maths,GCSE,C
1,3,2008116,Maths,GCSE,C
1,3,2008120,Maths,GCSE,C
1,3,2008123,Maths,GCSE,C
1,3,2008125,Maths,GCSE,C
1,3,2008126,Maths,GCSE,C
1,3,2008129,Maths,GCSE,C
1,3,2008130,Maths,GCSE,C
1,3,2008131,Maths,GCSE,C
1,3,2008133,Maths,GCSE,C
1,3,2008137,Maths,GCSE,C
1,3,2008145,Maths,GCSE,C
1,3,2008147,Maths,GCSE,C
1,3,2008151,Maths,GCSE,C
1,3,2008158,Maths,GCSE,C
1,3,2008162,Maths,GCSE,C
1,3,2008164,Maths,GCSE,C
1,3,2008166,Maths,GCSE,C
1,3,2008167,Maths,GCSE,C
1,3,2008169,Maths,GCSE,C
1,3,2008171,Maths,GCSE,C
1,3,2008178,Maths,GCSE,C
1,3,2008180,Maths,GCSE,C
1,3,2008184,Maths,GCSE,C
1,3,2008185,Maths,GCSE,C
1,3,2008186,Maths,GCSE,C
1,3,2008191,Maths,GCSE,C
1,3,2008194,Maths,GCSE,C
1,3,2008203,Maths,GCSE,C
1,3,2008205,Maths,GCSE,C
1,3,2008209,Maths,GCSE,C
1,3,2008212,Maths,GCSE,C
1,3,2008214,Maths,GCSE,C
1,3,2008215,Maths,GCSE,C
1,3,2008220,Maths,GCSE,C
1,3,2008223,Maths,GCSE,C
1,3,2008225,Maths,GCSE,C
1,3,2008226,Maths,GCSE,C
1,3,2008229,Maths,GCSE,C
1,3,3701,Maths,GCSE,C
1,3,3709,Maths,GCSE,C
1,3,2008009,Maths,GCSE,D
1,3,2008012,Maths,GCSE,D
1,3,2008024,Maths,GCSE,D
1,3,2008031,Maths,GCSE,D
1,3,2008032,Maths,GCSE,D
1,3,2008037,Maths,GCSE,D
1,3,2008039,Maths,GCSE,D
1,3,2008040,Maths,GCSE,D
1,3,2008043,Maths,GCSE,D
1,3,2008044,Maths,GCSE,D
1,3,2008062,Maths,GCSE,D
1,3,2008080,Maths,GCSE,D
1,3,2008084,Maths,GCSE,D
1,3,2008092,Maths,GCSE,D
1,3,2008098,Maths,GCSE,D
1,3,2008102,Maths,GCSE,D
1,3,2008104,Maths,GCSE,D
1,3,2008109,Maths,GCSE,D
1,3,2008111,Maths,GCSE,D
1,3,2008121,Maths,GCSE,D
1,3,2008128,Maths,GCSE,D
1,3,2008148,Maths,GCSE,D
1,3,2008149,Maths,GCSE,D
1,3,2008152,Maths,GCSE,D
1,3,2008153,Maths,GCSE,D
1,3,2008156,Maths,GCSE,D
1,3,2008160,Maths,GCSE,D
1,3,2008170,Maths,GCSE,D
1,3,2008174,Maths,GCSE,D
1,3,2008175,Maths,GCSE,D
1,3,2008176,Maths,GCSE,D
1,3,2008182,Maths,GCSE,D
1,3,2008183,Maths,GCSE,D
1,3,2008187,Maths,GCSE,D
1,3,2008188,Maths,GCSE,D
1,3,2008192,Maths,GCSE,D
1,3,2008193,Maths,GCSE,D
1,3,2008197,Maths,GCSE,D
1,3,2008199,Maths,GCSE,D
1,3,2008204,Maths,GCSE,D
1,3,2008207,Maths,GCSE,D
1,3,2008216,Maths,GCSE,D
1,3,2008217,Maths,GCSE,D
1,3,2008219,Maths,GCSE,D
1,3,2008221,Maths,GCSE,D
1,3,2008222,Maths,GCSE,D
1,3,2008228,Maths,GCSE,D
1,3,2008231,Maths,GCSE,D
1,3,3642,Maths,GCSE,D
1,3,3700,Maths,GCSE,D
1,3,3707,Maths,GCSE,D
1,3,3714,Maths,GCSE,D
1,3,2008052,Maths,GCSE,E
1,3,2008057,Maths,GCSE,E
1,3,2008070,Maths,GCSE,E
1,3,2008082,Maths,GCSE,E
1,3,2008103,Maths,GCSE,E
1,3,2008117,Maths,GCSE,E
1,3,2008143,Maths,GCSE,E
1,3,2008154,Maths,GCSE,E
1,3,2008159,Maths,GCSE,E
1,3,2008173,Maths,GCSE,E
1,3,2008179,Maths,GCSE,E
1,3,2008198,Maths,GCSE,E
1,3,2008206,Maths,GCSE,E
1,3,2008208,Maths,GCSE,E
1,3,2008211,Maths,GCSE,E
1,3,2008003,Maths,GCSE,F
1,3,2008011,Maths,GCSE,F
1,3,2008077,Maths,GCSE,F
1,3,2008081,Maths,GCSE,F
1,3,2008134,Maths,GCSE,F
1,3,2008138,Maths,GCSE,F
1,3,2008150,Maths,GCSE,F
1,3,2008165,Maths,GCSE,F
1,3,2008224,Maths,GCSE,F
1,3,3691,Maths,GCSE,F
1,3,3710,Maths,GCSE,F
1,3,2008002,Maths,GCSE,G
1,3,2008093,Maths,GCSE,G
1,3,2008118,Maths,GCSE,G
1,3,2008049,Media Studies,BTEC,A
1,3,2008088,Media Studies,BTEC,A
1,3,2008097,Media Studies,BTEC,A
1,3,2008105,Media Studies,BTEC,A
1,3,2008123,Media Studies,BTEC,A
1,3,2008151,Media Studies,BTEC,A
